data,cambio,desemprego,ipca,pib,selic
2025-02-10,5.7808,,,,13.25
2025-02-11,5.7788,,,,13.25
2025-02-12,5.7711,,,,13.25
2025-02-13,5.7788,,,,13.25
2025-02-14,5.7283,,,,13.25
2025-02-15,,,,,13.25
2025-02-16,,,,,13.25
2025-02-17,5.7105,,,,13.25
2025-02-18,5.6979,,,,13.25
2025-02-19,5.7087,,,,13.25
2025-02-20,5.7019,,,,13.25
2025-02-21,5.7027,,,,13.25
2025-02-22,,,,,13.25
2025-02-23,,,,,13.25
2025-02-24,5.7258,,,,13.25
2025-02-25,5.7779,,,,13.25
2025-02-26,5.7757,,,,13.25
2025-02-27,5.8228,,,,13.25
2025-02-28,5.8488,,,,13.25
2025-03-01,,7.0,0.56,1065961.6,13.25
2025-03-02,,,,,13.25
2025-03-03,,,,,13.25
2025-03-04,,,,,13.25
2025-03-05,5.7914,,,,13.25
2025-03-06,5.7489,,,,13.25
2025-03-07,5.7688,,,,13.25
2025-03-08,,,,,13.25
2025-03-09,,,,,13.25
2025-03-10,5.793,,,,13.25
2025-03-11,5.8346,,,,13.25
2025-03-12,5.8268,,,,13.25
2025-03-13,5.8131,,,,13.25
2025-03-14,5.7419,,,,13.25
2025-03-15,,,,,13.25
2025-03-16,,,,,13.25
2025-03-17,5.7082,,,,13.25
2025-03-18,5.6852,,,,13.25
2025-03-19,5.6657,,,,13.25
2025-03-20,5.6628,,,,14.25
2025-03-21,5.7241,,,,14.25
2025-03-22,,,,,14.25
2025-03-23,,,,,14.25
2025-03-24,5.7403,,,,14.25
2025-03-25,5.6992,,,,14.25
2025-03-26,5.7298,,,,14.25
2025-03-27,5.7474,,,,14.25
2025-03-28,5.766,,,,14.25
2025-03-29,,,,,14.25
2025-03-30,,,,,14.25
2025-03-31,5.7422,,,,14.25
2025-04-01,5.7051,6.6,0.43,1078940.2,14.25
2025-04-02,5.6923,,,,14.25
2025-04-03,5.6067,,,,14.25
2025-04-04,5.7777,,,,14.25
2025-04-05,,,,,14.25
2025-04-06,,,,,14.25
2025-04-07,5.8877,,,,14.25
2025-04-08,5.9368,,,,14.25
2025-04-09,6.0605,,,,14.25
2025-04-10,5.9115,,,,14.25
2025-04-11,5.8737,,,,14.25
2025-04-12,,,,,14.25
2025-04-13,,,,,14.25
2025-04-14,5.8425,,,,14.25
2025-04-15,5.8707,,,,14.25
2025-04-16,5.8808,,,,14.25
2025-04-17,5.8559,,,,14.25
2025-04-18,,,,,14.25
2025-04-19,,,,,14.25
2025-04-20,,,,,14.25
2025-04-21,,,,,14.25
2025-04-22,5.7496,,,,14.25
2025-04-23,5.688,,,,14.25
2025-04-24,5.6738,,,,14.25
2025-04-25,5.6846,,,,14.25
2025-04-26,,,,,14.25
2025-04-27,,,,,14.25
2025-04-28,5.6681,,,,14.25
2025-04-29,5.6467,,,,14.25
2025-04-30,5.6608,,,,14.25
2025-05-01,,6.2,0.26,1054943.6,14.25
2025-05-02,5.6394,,,,14.25
2025-05-03,,,,,14.25
2025-05-04,,,,,14.25
2025-05-05,5.652,,,,14.25
2025-05-06,5.721,,,,14.25
2025-05-07,5.7375,,,,14.25
2025-05-08,5.686,,,,14.75
2025-05-09,5.6511,,,,14.75
2025-05-10,,,,,14.75
2025-05-11,,,,,14.75
2025-05-12,5.6822,,,,14.75
2025-05-13,5.6262,,,,14.75
2025-05-14,5.61,,,,14.75
2025-05-15,5.6328,,,,14.75
2025-05-16,5.6925,,,,14.75
2025-05-17,,,,,14.75
2025-05-18,,,,,14.75
2025-05-19,5.6591,,,,14.75
2025-05-20,5.662,,,,14.75
2025-05-21,5.6571,,,,14.75
2025-05-22,5.639,,,,14.75
2025-05-23,5.6932,,,,14.75
2025-05-24,,,,,14.75
2025-05-25,,,,,14.75
2025-05-26,5.6619,,,,14.75
2025-05-27,5.6539,,,,14.75
2025-05-28,5.6936,,,,14.75
2025-05-29,5.6559,,,,14.75
2025-05-30,5.7087,,,,14.75
2025-05-31,,,,,14.75
2025-06-01,,5.8,0.24,1042861.2,14.75
2025-06-02,5.6937,,,,14.75
2025-06-03,5.6694,,,,14.75
2025-06-04,5.6332,,,,14.75
2025-06-05,5.5969,,,,14.75
2025-06-06,5.5947,,,,14.75
2025-06-07,,,,,14.75
2025-06-08,,,,,14.75
2025-06-09,5.576,,,,14.75
2025-06-10,5.5557,,,,14.75
2025-06-11,5.539,,,,14.75
2025-06-12,5.5388,,,,14.75
2025-06-13,5.5652,,,,14.75
2025-06-14,,,,,14.75
2025-06-15,,,,,14.75
2025-06-16,5.5123,,,,14.75
2025-06-17,5.4773,,,,14.75
2025-06-18,5.4879,,,,14.75
2025-06-19,,,,,15.0
2025-06-20,5.4957,,,,15.0
2025-06-21,,,,,15.0
2025-06-22,,,,,15.0
2025-06-23,5.5213,,,,15.0
2025-06-24,5.4938,,,,15.0
2025-06-25,5.5427,,,,15.0
2025-06-26,5.5145,,,,15.0
2025-06-27,5.4759,,,,15.0
2025-06-28,,,,,15.0
2025-06-29,,,,,15.0
2025-06-30,5.4571,,,,15.0
2025-07-01,5.4511,5.6,0.26,1085704.1,15.0
2025-07-02,5.4512,,,,15.0
2025-07-03,5.4208,,,,15.0
2025-07-04,5.409,,,,15.0
2025-07-05,,,,,15.0
2025-07-06,,,,,15.0
2025-07-07,5.4552,,,,15.0
2025-07-08,5.4571,,,,15.0
2025-07-09,5.4626,,,,15.0
2025-07-10,5.5433,,,,15.0
2025-07-11,5.5722,,,,15.0
2025-07-12,,,,,15.0
2025-07-13,,,,,15.0
2025-07-14,5.5595,,,,15.0
2025-07-15,5.5576,,,,15.0
2025-07-16,5.5722,,,,15.0
2025-07-17,5.5737,,,,15.0
2025-07-18,5.5466,,,,15.0
2025-07-19,,,,,15.0
2025-07-20,,,,,15.0
2025-07-21,5.5625,,,,15.0
2025-07-22,5.5709,,,,15.0
2025-07-23,5.5537,,,,15.0
2025-07-24,5.5239,,,,15.0
2025-07-25,5.5426,,,,15.0
2025-07-26,,,,,15.0
2025-07-27,,,,,15.0
2025-07-28,5.5877,,,,15.0
2025-07-29,5.5764,,,,15.0
2025-07-30,5.6034,,,,15.0
2025-07-31,5.6021,,,,15.0
2025-08-01,5.5436,5.6,-0.11,1059421.6,15.0
2025-08-02,,,,,15.0
2025-08-03,,,,,15.0
2025-08-04,5.5113,,,,15.0
2025-08-05,5.5119,,,,15.0
2025-08-06,5.4802,,,,15.0
2025-08-07,5.4638,,,,15.0
2025-08-08,5.4254,,,,15.0
2025-08-09,,,,,15.0
2025-08-10,,,,,15.0
2025-08-11,5.4473,,,,15.0
2025-08-12,5.4052,,,,15.0
2025-08-13,5.3928,,,,15.0
2025-08-14,5.4095,,,,15.0
2025-08-15,5.3928,,,,15.0
2025-08-16,,,,,15.0
2025-08-17,,,,,15.0
2025-08-18,5.4155,,,,15.0
2025-08-19,5.4716,,,,15.0
2025-08-20,5.4726,,,,15.0
2025-08-21,5.4828,,,,15.0
2025-08-22,5.4392,,,,15.0
2025-08-23,,,,,15.0
2025-08-24,,,,,15.0
2025-08-25,5.4174,,,,15.0
2025-08-26,5.4218,,,,15.0
2025-08-27,5.4428,,,,15.0
2025-08-28,5.4115,,,,15.0
2025-08-29,5.4264,,,,15.0
2025-08-30,,,,,15.0
2025-08-31,,,,,15.0
2025-09-01,5.4378,5.6,0.48,1063937.4,15.0
2025-09-02,5.468,,,,15.0
2025-09-03,5.4485,,,,15.0
2025-09-04,5.4587,,,,15.0
2025-09-05,5.3968,,,,15.0
2025-09-06,,,,,15.0
2025-09-07,,,,,15.0
2025-09-08,5.4278,,,,15.0
2025-09-09,5.4278,,,,15.0
2025-09-10,5.4123,,,,15.0
2025-09-11,5.3858,,,,15.0
2025-09-12,5.3677,,,,15.0
2025-09-13,,,,,15.0
2025-09-14,,,,,15.0
2025-09-15,5.3208,,,,15.0
2025-09-16,5.3096,,,,15.0
2025-09-17,5.3011,,,,15.0
2025-09-18,5.301,,,,15.0
2025-09-19,5.3276,,,,15.0
2025-09-20,,,,,15.0
2025-09-21,,,,,15.0
2025-09-22,5.3457,,,,15.0
2025-09-23,5.3063,,,,15.0
2025-09-24,5.3112,,,,15.0
2025-09-25,5.3425,,,,15.0
2025-09-26,5.3445,,,,15.0
2025-09-27,,,,,15.0
2025-09-28,,,,,15.0
2025-09-29,5.3229,,,,15.0
2025-09-30,5.3186,,,,15.0
2025-10-01,5.3208,,0.09,1095958.6,15.0
2025-10-02,5.3449,,,,15.0
2025-10-03,5.3498,,,,15.0
2025-10-04,,,,,15.0
2025-10-05,,,,,15.0
2025-10-06,5.3226,,,,15.0
2025-10-07,5.3363,,,,15.0
2025-10-08,5.3427,,,,15.0
2025-10-09,5.3538,,,,15.0
2025-10-10,5.4446,,,,15.0
2025-10-11,,,,,15.0
2025-10-12,,,,,15.0
2025-10-13,5.4629,,,,15.0
2025-10-14,5.4982,,,,15.0
2025-10-15,5.4464,,,,15.0
2025-10-16,5.4354,,,,15.0
2025-10-17,5.439,,,,15.0
2025-10-18,,,,,15.0
2025-10-19,,,,,15.0
2025-10-20,5.3771,,,,15.0
2025-10-21,5.3848,,,,15.0
2025-10-22,5.3898,,,,15.0
2025-10-23,5.384,,,,15.0
2025-10-24,5.3797,,,,15.0
2025-10-25,,,,,15.0
2025-10-26,,,,,15.0
2025-10-27,5.3744,,,,15.0
2025-10-28,5.369,,,,15.0
2025-10-29,5.3416,,,,15.0
2025-10-30,5.385,,,,15.0
2025-10-31,5.3843,,,,15.0
2025-11-01,,,,,15.0
2025-11-02,,,,,15.0
2025-11-03,5.3505,,,,15.0
2025-11-04,5.3846,,,,15.0
2025-11-05,5.3798,,,,15.0
2025-11-06,5.3451,,,,15.0
2025-11-07,5.3567,,,,15.0
2025-11-08,,,,,15.0
2025-11-09,,,,,15.0
2025-11-10,5.3181,,,,15.0
2025-11-11,5.2729,,,,15.0
2025-11-12,5.2885,,,,15.0
2025-11-13,5.282,,,,15.0
2025-11-14,5.2952,,,,15.0
